<<<<<<< HEAD
0xec005b6edba4eb0a230317921555bc8d548d8224,12287
0x92a3c1185149219a8ad38a5195228e4a8291b35f,12287
0x8440d6faf8460401c7caa6b3c77aed9ccb99ddf9,12287
0xb74b4eeebfa3c7969fe8ebf627253400bc4db5ee,12287
0x1da1473a63da444546ab8a6584cbe8ba7667f065,12287
0x6efbc6e9643776d9775b0120d013fcd147db219b,12287
0xdf5010795dd41edd97a0e91fd92aff11e5b666b7,12287
0xca08b7d6d8fb196c13b9ad04d99a7393ae4bbae1,12287
0x56e347a390c80ee1dce618ed7485ef4b5c64d2b8,12287
0xbf39e045ef6828e66dd2a30926e64b3df982c76c,12287
0x9a2ec1d08e3475639abae806a9a5d9ce2378141f,12287
0x833f2c129eaae23bae3f3b497cbcc5ef40ede72f,12287
0xa25e48332f0ba454b1587fedcb237103c30155c4,12287
0x7931ff60ddd7c3a00a916046c0c09c028008c6ac,12287
0x10ae878bd429caadd76a6b7b53a9bdf155a882a1,12287
0xbe9724f7fc235f7e63c9a0dc04b95734ad55e1d0,12287
0x05c069730039ee2700d25c4b224fca055192a495,12287
0x76999e57efd104dae0ee14b45afcd77e19748fdf,12287
0xfc34443071defe8783346a83ab169783b657e529,12287
0x994abf37e914e0436a45d25946c5b7755c665d57,12287
0x7387bcc5627d1b49971df31fcc38421d68e93434,12287
0x0acd98f9b8e4ed200d32b0a9db53e5aed088b858,12287
0x2f54c18b1915450063f4381505f18fd6edd81b05,12287
0xe65d09be1c9e7dcdd9402a132af5b22a3efaf927,12287
0x4bfe8b48f9561df4313f787fb42e9e55cb9e22f3,12287
0x38380ba0bcb44e8a2838f50b46b5700fbc544fff,12287
0x5f73beb4d4dba027d33a565573a9515f8ce64d43,12287
0x0b3d2135588dbd7555dec220fda4c03fa982fd46,12287
0x770c24c67a9b00ccaa712f22256d123f5e3b6d72,12287
0x14a29afffcc16bdfae4085bbaf965baf8a1e5e43,12287
0x8f28d8c7327b6b54217a7ed060944c47270bf071,12287
0xdf9c47eb3154b446b709d328e3189a70f5702bc4,12287
0xfcaa5104d4fdf0bd5bab2c367d8de7d6fd12c824,12287
0x6ee542368dd6ec349ef72127a718eed46f3ca215,12287
